"Data","Último","Abertura","Máxima","Mínima","Var%"
"16.02.2016","4,0723","4,0071","4,0791","3,9882","1,66%"
"15.02.2016","4,0060","4,0027","4,0063","3,9765","0,08%"
"12.02.2016","4,0027","3,9946","4,0073","3,9667","0,20%"
"11.02.2016","3,9946","3,9284","4,0164","3,9240","1,68%"
"10.02.2016","3,9285","3,8844","3,9507","3,8820","1,10%"
"09.02.2016","3,8856","3,8970","3,8996","3,8831","-0,25%"
"08.02.2016","3,8954","3,9037","3,9045","3,8938","-0,21%"
"05.02.2016","3,9035","3,8897","3,9298","3,8603","0,35%"
"04.02.2016","3,8897","3,8957","3,9061","3,8453","-0,15%"
"03.02.2016","3,8954","3,9893","3,9957","3,8948","-2,36%"
"02.02.2016","3,9895","3,9627","4,0220","3,9608","0,67%"
"01.02.2016","3,9629","3,9992","4,0280","3,9492","-0,90%"
"29.01.2016","3,9988","4,0702","4,0969","3,9928","-1,75%"
"28.01.2016","4,0699","4,1095","4,1251","4,0347","-0,92%"
"27.01.2016","4,1077","4,0545","4,1117","4,0295","1,33%"
"26.01.2016","4,0536","4,0901","4,1249","4,0482","-0,90%"
"25.01.2016","4,0903","4,0946","4,0966","4,0894","-0,10%"
"22.01.2016","4,0945","4,1576","4,1602","4,0930","-1,52%"
"21.01.2016","4,1575","4,0970","4,1738","4,0965","1,47%"
"20.01.2016","4,0971","4,0624","4,1313","4,0609","0,85%"
"19.01.2016","4,0626","4,0555","4,0666","3,9985","0,17%"
"18.01.2016","4,0557","4,0484","4,0575","4,0160","0,19%"
"15.01.2016","4,0479","4,0003","4,0672","4,0002","1,21%"
"14.01.2016","3,9996","4,0163","4,0427","3,9907","-0,40%"
"13.01.2016","4,0158","4,0293","4,0299","3,9707","-0,33%"
"12.01.2016","4,0290","4,0537","4,0633","4,0192","-0,61%"
"11.01.2016","4,0537","4,0245","4,0677","4,0022","0,73%"
"08.01.2016","4,0245","4,0453","4,0569","4,0050","-0,50%"
"07.01.2016","4,0448","4,0248","4,0749","4,0216","0,51%"
"06.01.2016","4,0244","4,0071","4,0570","4,0040","0,42%"
"05.01.2016","4,0077","4,0403","4,0590","3,9883","-0,80%"
"04.01.2016","4,0402","3,9608","4,0709","3,9590","2,00%"
"01.01.2016","3,9608","3,9608","3,9608","3,9608","0,00%"
"31.12.2015","3,9608","3,9608","3,9608","3,9608","0,00%"
"30.12.2015","3,9608","3,8658","4,0200","3,8545","2,47%"
"29.12.2015","3,8655","3,8585","3,8962","3,8402","0,18%"
"28.12.2015","3,8586","3,9463","3,9650","3,8574","-2,22%"
"25.12.2015","3,9463","3,9531","3,9544","3,9463","-0,17%"
"24.12.2015","3,9530","3,9415","3,9530","3,9336","0,28%"
"23.12.2015","3,9419","3,9898","3,9976","3,9405","-1,20%"
"22.12.2015","3,9899","4,0135","4,0183","3,9724","-0,59%"
"21.12.2015","4,0134","3,9823","4,0424","3,9626","0,78%"
"18.12.2015","3,9824","3,8796","3,9858","3,8755","2,65%"
"17.12.2015","3,8796","3,8845","3,9186","3,8595","-0,13%"
"16.12.2015","3,8848","3,8737","3,9674","3,8727","0,30%"
"15.12.2015","3,8730","3,8774","3,9115","3,8504","-0,13%"
"14.12.2015","3,8779","3,8730","3,9241","3,8575","0,13%"
"11.12.2015","3,8730","3,8122","3,8908","3,8051","1,58%"
"10.12.2015","3,8126","3,7503","3,8160","3,7406","1,66%"
"09.12.2015","3,7502","3,7964","3,8195","3,7165","-1,21%"
"08.12.2015","3,7962","3,7680","3,8222","3,7453","0,75%"
"07.12.2015","3,7681","3,7540","3,7797","3,7295","0,43%"
"04.12.2015","3,7521","3,7595","3,7900","3,7243","-0,20%"
"03.12.2015","3,7596","3,8351","3,8376","3,7341","-1,97%"
"02.12.2015","3,8352","3,8580","3,8773","3,8230","-0,58%"
"01.12.2015","3,8575","3,8687","3,9048","3,8262","-0,30%"
"30.11.2015","3,8690","3,8461","3,9243","3,8350","0,59%"
"27.11.2015","3,8464","3,7434","3,8491","3,7170","2,76%"
"26.11.2015","3,7431","3,7423","3,7699","3,7330","0,02%"
"25.11.2015","3,7425","3,7009","3,8075","3,6947","1,15%"
"24.11.2015","3,7000","3,7331","3,7459","3,6937","-0,88%"
"23.11.2015","3,7330","3,7053","3,7411","3,7052","0,75%"
"20.11.2015","3,7052","3,7195","3,7680","3,7046","-0,35%"
"19.11.2015","3,7181","3,7667","3,7742","3,7144","-1,29%"
"18.11.2015","3,7668","3,8104","3,8152","3,7638","-1,15%"
"17.11.2015","3,8105","3,8187","3,8321","3,7870","-0,23%"
"16.11.2015","3,8194","3,8440","3,8608","3,8119","-0,68%"
"13.11.2015","3,8456","3,7710","3,8515","3,7629","1,98%"
"12.11.2015","3,7710","3,7630","3,8265","3,7388","0,19%"
"11.11.2015","3,7639","3,7510","3,7887","3,7058","0,34%"
"10.11.2015","3,7510","3,7976","3,8241","3,7330","-1,26%"
"09.11.2015","3,7990","3,7700","3,8067","3,7677","0,73%"
"06.11.2015","3,7713","3,7822","3,8440","3,7523","-0,26%"
"05.11.2015","3,7813","3,8000","3,8188","3,7664","-0,50%"
"04.11.2015","3,8003","3,7698","3,8152","3,7450","0,77%"
"03.11.2015","3,7712","3,8506","3,8743","3,7425","-2,06%"
"02.11.2015","3,8507","3,8562","3,8584","3,8506","-0,15%"
"30.10.2015","3,8564","3,8506","3,8906","3,8241","0,14%"
"29.10.2015","3,8509","3,9085","3,9580","3,8465","-1,50%"
"28.10.2015","3,9094","3,8884","3,9385","3,8563","0,54%"
"27.10.2015","3,8883","3,9056","3,9335","3,8871","-0,45%"
"26.10.2015","3,9060","3,8805","3,9245","3,8266","0,65%"
"23.10.2015","3,8807","3,9080","3,9310","3,8665","-0,72%"
"22.10.2015","3,9088","3,9415","3,9652","3,9050","-0,83%"
"21.10.2015","3,9414","3,9066","3,9675","3,9035","0,87%"
"20.10.2015","3,9073","3,8856","3,9171","3,8466","0,56%"
"19.10.2015","3,8857","3,9239","3,9302","3,8623","-0,99%"
"16.10.2015","3,9245","3,7981","3,9542","3,7939","3,19%"
"15.10.2015","3,8032","3,8121","3,8761","3,7782","-0,23%"
"14.10.2015","3,8119","3,8939","3,8964","3,8075","-2,10%"
"13.10.2015","3,8937","3,7641","3,9011","3,7559","3,45%"
"12.10.2015","3,7639","3,7636","3,7670","3,7598","-0,06%"
"09.10.2015","3,7660","3,7844","3,7928","3,7233","-0,47%"
"08.10.2015","3,7839","3,8855","3,9087","3,7784","-2,57%"
"07.10.2015","3,8838","3,8548","3,8941","3,7889","0,78%"
"06.10.2015","3,8539","3,9122","3,9430","3,8260","-1,49%"
"05.10.2015","3,9120","3,9324","3,9509","3,8879","-0,54%"
"02.10.2015","3,9331","4,0082","4,0470","3,9295","-1,92%"
"01.10.2015","4,0100","3,9514","4,0211","3,9379","1,54%"
"30.09.2015","3,9491","4,0631","4,0648","3,9232","-2,81%"
"29.09.2015","4,0634","4,1074","4,1548","4,0118","-1,09%"
"28.09.2015","4,1083","3,9761","4,1151","3,9746","3,28%"
"25.09.2015","3,9777","3,9372","4,0089","3,8823","1,04%"
"24.09.2015","3,9368","4,1787","4,2487","3,9364","-5,77%"
"23.09.2015","4,1780","4,0491","4,1796","4,0140","3,17%"
"22.09.2015","4,0497","3,9847","4,0680","3,9821","1,61%"
"21.09.2015","3,9857","3,9428","3,9988","3,9308","1,01%"
"18.09.2015","3,9459","3,8990","3,9629","3,8624","1,20%"
"17.09.2015","3,8990","3,8308","3,9099","3,8283","1,83%"
"16.09.2015","3,8289","3,8641","3,8685","3,8184","-0,89%"
"15.09.2015","3,8634","3,8144","3,8837","3,8060","1,27%"
"14.09.2015","3,8150","3,8731","3,8944","3,8058","-1,43%"
"11.09.2015","3,8705","3,8453","3,8938","3,8200","0,54%"
"10.09.2015","3,8498","3,7792","3,9169","3,7755","1,89%"
"09.09.2015","3,7783","3,8192","3,8224","3,7643","-1,09%"
"08.09.2015","3,8200","3,8389","3,8415","3,7795","-0,49%"
"07.09.2015","3,8387","3,8434","3,8454","3,8380","-0,14%"
"04.09.2015","3,8442","3,7405","3,8617","3,7367","2,84%"
"03.09.2015","3,7380","3,7591","3,8167","3,7334","-0,56%"
"02.09.2015","3,7591","3,7029","3,7725","3,6902","1,54%"
"01.09.2015","3,7020","3,6189","3,7045","3,6185","2,28%"
"31.08.2015","3,6193","3,5815","3,6838","3,5811","1,03%"
"28.08.2015","3,5823","3,5555","3,6030","3,5447","0,88%"
"27.08.2015","3,5510","3,5950","3,5983","3,5389","-1,26%"
"26.08.2015","3,5963","3,6177","3,6567","3,5882","-0,59%"
"25.08.2015","3,6175","3,5508","3,6175","3,5153","1,80%"
"24.08.2015","3,5534","3,4985","3,5795","3,4979","1,51%"
"21.08.2015","3,5007","3,4573","3,5089","3,4524","1,26%"
"20.08.2015","3,4570","3,4931","3,5232","3,4485","-1,04%"
"19.08.2015","3,4932","3,4673","3,5157","3,4593","0,72%"
"18.08.2015","3,4681","3,4791","3,5043","3,4547","-0,38%"
"17.08.2015","3,4812","3,4879","3,5069","3,4615","-0,09%"
"14.08.2015","3,4845","3,5192","3,5250","3,4601","-0,99%"
"13.08.2015","3,5194","3,4817","3,5296","3,4741","1,10%"
"12.08.2015","3,4810","3,4739","3,5046","3,4458","0,17%"
"11.08.2015","3,4750","3,4352","3,5171","3,4344","1,18%"
"10.08.2015","3,4345","3,5066","3,5263","3,4342","-2,07%"
"07.08.2015","3,5071","3,5408","3,5690","3,4920","-0,82%"
"06.08.2015","3,5361","3,4862","3,5711","3,4853","1,42%"
"05.08.2015","3,4867","3,4710","3,5011","3,4531","0,45%"
"04.08.2015","3,4712","3,4511","3,4890","3,4300","0,57%"
"03.08.2015","3,4514","3,4215","3,4613","3,4200","0,88%"
"31.07.2015","3,4212","3,3728","3,4319","3,3365","1,47%"
"30.07.2015","3,3715","3,3285","3,3855","3,3237","1,22%"
"29.07.2015","3,3308","3,3568","3,3718","3,3131","-0,80%"
"28.07.2015","3,3577","3,3636","3,4350","3,3424","-0,19%"
"27.07.2015","3,3640","3,3538","3,3820","3,3451","0,25%"
"24.07.2015","3,3556","3,2858","3,3580","3,2853","2,12%"
"23.07.2015","3,2860","3,2231","3,2993","3,2190","1,93%"
"22.07.2015","3,2239","3,1721","3,2354","3,1716","1,65%"
"21.07.2015","3,1717","3,1989","3,2018","3,1635","-0,83%"
"20.07.2015","3,1981","3,1877","3,2246","3,1865","0,31%"
"17.07.2015","3,1881","3,1585","3,2039","3,1513","0,93%"
"16.07.2015","3,1587","3,1383","3,1623","3,1277","0,62%"
"15.07.2015","3,1391","3,1395","3,1668","3,1287","-0,03%"
"14.07.2015","3,1399","3,1346","3,1444","3,1134","0,16%"
"13.07.2015","3,1348","3,1597","3,1802","3,1289","-0,78%"
"10.07.2015","3,1593","3,2195","3,2269","3,1578","-1,89%"
"09.07.2015","3,2203","3,2367","3,2402","3,2134","-0,44%"
"08.07.2015","3,2346","3,1881","3,2439","3,1802","1,50%"
"07.07.2015","3,1867","3,1372","3,2014","3,1353","1,52%"
"06.07.2015","3,1391","3,1335","3,1545","3,1297","0,14%"
"03.07.2015","3,1347","3,0983","3,1421","3,0964","1,23%"
"02.07.2015","3,0967","3,1500","3,1599","3,0939","-1,69%"
"01.07.2015","3,1498","3,1034","3,1506","3,0972","1,51%"
"30.06.2015","3,1030","3,1185","3,1274","3,0864","-0,47%"
"29.06.2015","3,1178","3,1294","3,1522","3,1050","-0,37%"
"26.06.2015","3,1295","3,1275","3,1433","3,1176","0,06%"
"25.06.2015","3,1277","3,0976","3,1333","3,0808","0,96%"
"24.06.2015","3,0979","3,0760","3,1037","3,0629","0,71%"
"23.06.2015","3,0760","3,0809","3,1168","3,0754","-0,18%"
"22.06.2015","3,0814","3,0967","3,1035","3,0674","-0,52%"
"19.06.2015","3,0976","3,0593","3,1042","3,0548","1,21%"
"18.06.2015","3,0605","3,0555","3,0645","3,0304","0,11%"
"17.06.2015","3,0570","3,0875","3,1056","3,0501","-1,02%"
"16.06.2015","3,0885","3,1269","3,1416","3,0841","-1,33%"
"15.06.2015","3,1300","3,1181","3,1393","3,0920","0,37%"
"12.06.2015","3,1185","3,0913","3,1306","3,0900","0,94%"
"11.06.2015","3,0896","3,1177","3,1715","3,0886","-0,93%"
"10.06.2015","3,1187","3,0972","3,1193","3,0625","0,71%"
"09.06.2015","3,0966","3,1130","3,1199","3,0884","-0,53%"
"08.06.2015","3,1132","3,1426","3,1490","3,1059","-0,98%"
"05.06.2015","3,1439","3,1408","3,1894","3,1075","0,07%"
"04.06.2015","3,1418","3,1348","3,1477","3,1337","0,23%"
"03.06.2015","3,1345","3,1304","3,1467","3,1024","0,12%"
"02.06.2015","3,1306","3,1710","3,1765","3,1253","-1,30%"
"01.06.2015","3,1718","3,1795","3,2154","3,1592","-0,25%"
"29.05.2015","3,1798","3,1624","3,1973","3,1408","0,55%"
"28.05.2015","3,1624","3,1399","3,1890","3,1399","0,68%"
"27.05.2015","3,1409","3,1547","3,1867","3,1388","-0,40%"
"26.05.2015","3,1536","3,0970","3,1557","3,0916","1,83%"
"25.05.2015","3,0968","3,0957","3,1345","3,0892","0,06%"
"22.05.2015","3,0949","3,0403","3,1007","3,0334","1,88%"
"21.05.2015","3,0379","3,0023","3,0463","2,9972","1,17%"
"20.05.2015","3,0027","3,0393","3,0462","2,9981","-1,21%"
"19.05.2015","3,0394","3,0071","3,0446","3,0028","1,06%"
"18.05.2015","3,0076","2,9964","3,0320","2,9945","0,35%"
"15.05.2015","2,9972","2,9949","3,0160","2,9714","0,12%"
"14.05.2015","2,9935","3,0400","3,0415","2,9893","-1,54%"
"13.05.2015","3,0403","3,0199","3,0451","2,9826","0,65%"
"12.05.2015","3,0206","3,0595","3,0786","3,0130","-1,33%"
"11.05.2015","3,0614","2,9759","3,0634","2,9759","2,96%"
"08.05.2015","2,9733","3,0252","3,0442","2,9733","-1,74%"
"07.05.2015","3,0260","3,0344","3,0644","3,0155","-0,24%"
"06.05.2015","3,0333","3,0577","3,0763","3,0228","-0,66%"
"05.05.2015","3,0536","3,0866","3,0914","3,0426","-1,06%"
"04.05.2015","3,0864","3,0159","3,0961","3,0122","2,38%"
"01.05.2015","3,0146","3,0152","3,0176","3,0124","0,00%"
"30.04.2015","3,0145","2,9611","3,0206","2,9489","1,80%"
"29.04.2015","2,9612","2,9380","2,9658","2,9145","0,84%"
"28.04.2015","2,9364","2,9175","2,9442","2,8816","0,65%"
"27.04.2015","2,9173","2,9513","2,9612","2,8993","-1,17%"
"24.04.2015","2,9517","2,9702","2,9914","2,9501","-0,64%"
"23.04.2015","2,9707","3,0108","3,0327","2,9696","-1,35%"
"22.04.2015","3,0113","3,0350","3,0393","2,9976","-0,75%"
"21.04.2015","3,0340","3,0325","3,0340","3,0299","0,03%"
"20.04.2015","3,0330","3,0533","3,0588","3,0218","-0,26%"
"17.04.2015","3,0409","3,0225","3,0709","3,0043","0,62%"
"16.04.2015","3,0221","3,0293","3,0418","2,9988","-0,24%"
"15.04.2015","3,0294","3,0649","3,0954","3,0246","-1,11%"
"14.04.2015","3,0634","3,1225","3,1267","3,0559","-1,85%"
"13.04.2015","3,1212","3,0747","3,1288","3,0745","1,48%"
"10.04.2015","3,0756","3,0587","3,0953","3,0587","0,54%"
"09.04.2015","3,0591","3,0494","3,0747","3,0227","0,31%"
"08.04.2015","3,0495","3,1283","3,1298","3,0463","-2,53%"
"07.04.2015","3,1288","3,1268","3,1491","3,1103","0,08%"
"06.04.2015","3,1263","3,1202","3,1272","3,0810","0,17%"
"03.04.2015","3,1210","3,1203","3,1215","3,1203","0,02%"
"02.04.2015","3,1205","3,1659","3,1861","3,1181","-1,42%"
"01.04.2015","3,1655","3,1946","3,1946","3,1322","-0,95%"
"31.03.2015","3,1958","3,2291","3,2695","3,1657","-1,08%"
"30.03.2015","3,2306","3,2496","3,2889","3,2079","-0,58%"
"27.03.2015","3,2496","3,1829","3,2500","3,1796","2,10%"
"26.03.2015","3,1828","3,2008","3,2247","3,1720","-0,57%"
"25.03.2015","3,2012","3,1395","3,2043","3,1162","1,96%"
"24.03.2015","3,1398","3,1322","3,1723","3,0918","0,24%"
"23.03.2015","3,1322","3,2283","3,2298","3,1292","-3,01%"
"20.03.2015","3,2293","3,2922","3,3176","3,2022","-1,91%"
"19.03.2015","3,2921","3,2092","3,3071","3,2081","2,57%"
"18.03.2015","3,2097","3,2396","3,2805","3,1897","-0,92%"
"17.03.2015","3,2395","3,2433","3,2835","3,2247","-0,29%"
"16.03.2015","3,2488","3,2482","3,2634","3,2061","-0,01%"
"13.03.2015","3,2492","3,1661","3,2813","3,1657","2,62%"
"12.03.2015","3,1661","3,1265","3,1726","3,0765","1,29%"
"11.03.2015","3,1257","3,1022","3,1407","3,0826","0,76%"
"10.03.2015","3,1022","3,1234","3,1728","3,0886","-0,64%"
"09.03.2015","3,1223","3,0610","3,1332","3,0585","1,98%"
"06.03.2015","3,0617","3,0037","3,0732","2,9837","1,94%"
"05.03.2015","3,0035","2,9781","3,0227","2,9781","0,90%"
"04.03.2015","2,9766","2,9314","3,0011","2,9314","1,55%"
"03.03.2015","2,9311","2,8968","2,9348","2,8914","1,19%"
"02.03.2015","2,8965","2,8385","2,8977","2,8385","2,03%"
"27.02.2015","2,8390","2,9090","2,9214","2,8390","-2,39%"
"26.02.2015","2,9085","2,8750","2,9085","2,8410","1,17%"
"25.02.2015","2,8750","2,8330","2,8857","2,8329","1,48%"
"24.02.2015","2,8330","2,8790","2,8912","2,8262","-1,59%"
"23.02.2015","2,8788","2,8673","2,9040","2,8610","0,38%"
"20.02.2015","2,8680","2,8673","2,8863","2,8546","0,05%"
"19.02.2015","2,8665","2,8377","2,8698","2,8377","1,03%"
"18.02.2015","2,8374","2,8300","2,8496","2,8284","0,28%"
"17.02.2015","2,8296","2,8338","2,8338","2,8290","-0,18%"
"16.02.2015","2,8346","2,8346","2,8346","2,8346","0,00%"
"13.02.2015","2,8346","2,8213","2,8591","2,8160","0,48%"
"12.02.2015","2,8210","2,8693","2,8787","2,8154","-1,68%"
"11.02.2015","2,8693","2,8343","2,8826","2,8343","1,23%"
"10.02.2015","2,8343","2,7690","2,8398","2,7690","2,33%"
"09.02.2015","2,7698","2,7828","2,7980","2,7652","-0,46%"
"06.02.2015","2,7825","2,7456","2,7852","2,7430","1,36%"
"05.02.2015","2,7451","2,7421","2,7623","2,7223","0,12%"
"04.02.2015","2,7418","2,6942","2,7483","2,6917","1,76%"
"03.02.2015","2,6945","2,7266","2,7279","2,6875","-1,20%"
"02.02.2015","2,7271","2,6824","2,7293","2,6660","1,67%"
"30.01.2015","2,6824","2,6037","2,6930","2,6037","3,03%"
"29.01.2015","2,6035","2,5764","2,6176","2,5764","1,05%"
"28.01.2015","2,5764","2,5730","2,5911","2,5665","0,16%"
"27.01.2015","2,5724","2,5835","2,5982","2,5648","-0,43%"
"26.01.2015","2,5835","2,5787","2,6085","2,5787","0,15%"
"23.01.2015","2,5797","2,5747","2,5995","2,5713","0,20%"
"22.01.2015","2,5745","2,6010","2,6015","2,5499","-1,00%"
"21.01.2015","2,6005","2,6138","2,6143","2,5853","-0,51%"
"20.01.2015","2,6138","2,6516","2,6527","2,6078","-1,43%"
"19.01.2015","2,6517","2,6211","2,6645","2,6189","1,17%"
"16.01.2015","2,6210","2,6416","2,6437","2,6145","-0,80%"
"15.01.2015","2,6422","2,6171","2,6457","2,5953","1,01%"
"14.01.2015","2,6159","2,6425","2,6536","2,6025","-1,03%"
"13.01.2015","2,6430","2,6738","2,6827","2,6273","-1,14%"
"12.01.2015","2,6734","2,6301","2,6745","2,6301","1,65%"
"09.01.2015","2,6301","2,6622","2,6738","2,6263","-1,24%"
"08.01.2015","2,6630","2,6840","2,7030","2,6617","-0,76%"
"07.01.2015","2,6835","2,7002","2,7090","2,6737","-0,61%"
"06.01.2015","2,7001","2,7064","2,7235","2,6916","-0,23%"
"05.01.2015","2,7064","2,6936","2,7309","2,6936","0,46%"
"02.01.2015","2,6941","2,6580","2,7087","2,6580","1,38%"
"01.01.2015","2,6575","2,6575","2,6575","2,6575","0,00%"
